PERIOD_BEGIN,REGION,STATE,PROPERTY_TYPE,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_PPSF,HOMES_SOLD,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,AVG_SALE_TO_LIST,PRICE_DROPS
2/1/2026,"Cedar Hill, TX",Texas,Single Family Residential,345000,0.00877193,367999,172.2222222,41,118,2.9,35,0.973822319,0.29661017
2/1/2026,"Poetry, TX",Texas,Single Family Residential,519000,0.265853659,NA,229.1390728,3,6,2,209,0.988853712,0.166666667
2/1/2026,"Keller, TX",Texas,Single Family Residential,670500,0.031538462,655000,238.2458589,36,111,3.1,78,0.97021356,0.27027027
2/1/2026,"Texarkana, TX",Texas,Single Family Residential,308450,0.386603731,234500,135.0749478,24,121,5,64,1.04245283,0.20661157
2/1/2026,"Grapevine, TX",Texas,Single Family Residential,615000,0.085613416,649000,254.4705511,32,61,1.9,66,0.982998861,0.31147541
2/1/2026,"Holliday, TX",Texas,Single Family Residential,370000,0.38317757,NA,182.1762678,1,7,7,111,NA,0.428571429
2/1/2026,"Hollywood Park, TX",Texas,Single Family Residential,491500,-0.017,450000,206.1056673,2,9,4.5,150,0.977389486,0.222222222
2/1/2026,"Cross Plains, TX",Texas,Single Family Residential,127500,NA,52450,78.6746313,2,8,4,96,0.888888889,0.5
2/1/2026,"Dennis, TX",Texas,Single Family Residential,518000,-0.049541284,589000,205.3925456,1,6,6,339,0.986666667,0.666666667
2/1/2026,"Post Oak Bend City, TX",Texas,Single Family Residential,400000,NA,NA,243.902439,1,3,3,19,1.052631579,NA
2/1/2026,"Laureles, TX",Texas,Single Family Residential,249500,NA,340000,288.7731481,1,6,6,30,NA,0.166666667
2/1/2026,"Forest Hill, TX",Texas,Single Family Residential,250000,0.059322034,210000,164.3454039,5,19,3.8,100,0.979944186,0.157894737
2/1/2026,"Castle Hills, TX",Texas,Single Family Residential,490000,-0.02,625000,198.8892816,6,14,2.3,137,0.979701551,0.571428571
2/1/2026,"Port Lavaca, TX",Texas,Single Family Residential,124500,-0.392682927,202450,92.28533095,6,36,6,26,0.9338293,0.25
2/1/2026,"Markham, TX",Texas,Single Family Residential,225000,NA,NA,122.2826087,1,3,3,97,0.907624042,NA
2/1/2026,"Onion Creek, TX",Texas,Single Family Residential,366990,-0.201518679,360000,179.8089172,9,27,3,205,0.971618058,0.259259259
2/1/2026,"East Alto Bonito, TX",Texas,Single Family Residential,150000,NA,NA,113.6363636,1,1,1,28,0.857142857,NA
2/1/2026,"Noonday, TX",Texas,Single Family Residential,285000,-0.664705882,NA,146.9072165,1,2,2,118,NA,NA
2/1/2026,"Jollyville, TX",Texas,Single Family Residential,435000,-0.101239669,466950,198.8899167,13,24,1.8,38,0.990398042,0.458333333
2/1/2026,"Palm Valley, TX",Texas,Single Family Residential,229500,0.06744186,339000,140.8839779,1,10,10,176,NA,0.4
2/1/2026,"Allen, TX",Texas,Single Family Residential,457500,-0.128571429,569000,212.9700385,56,179,3.2,84,0.975273026,0.284916201
2/1/2026,"Duncanville, TX",Texas,Single Family Residential,270000,-0.117647059,284950,165.962583,9,73,8.1,79,0.976815427,0.301369863
2/1/2026,"Oak Point, TX",Texas,Single Family Residential,499000,-0.147008547,608198,186.6285306,17,72,4.2,151,0.968657495,0.25
2/1/2026,"Baytown, TX",Texas,Single Family Residential,249900,-0.056981132,249500,138.5180818,47,277,5.9,85,0.952280608,0.303249098
2/1/2026,"Bandera, TX",Texas,Single Family Residential,160000,-0.238095238,386500,121.0287443,1,10,10,176,0.820512821,0.1
2/1/2026,"Lavon, TX",Texas,Single Family Residential,337490,-0.176652842,374990,152.2059268,34,129,3.8,150,0.988172234,0.356589147
2/1/2026,"Las Quintas Fronterizas, TX",Texas,Single Family Residential,287000,NA,180000,189.8148148,1,10,10,23,NA,0.3
2/1/2026,"Brownsville, TX",Texas,Single Family Residential,270000,0.028769344,239250,168.2692308,69,334,4.8,88,0.958811415,0.185628743
2/1/2026,"Watauga, TX",Texas,Single Family Residential,293250,0.049194991,287500,202.1730612,20,45,2.3,78,0.978177432,0.333333333
2/1/2026,"Lakewood Village, TX",Texas,Single Family Residential,677450,-0.494440299,849505,202.5726086,6,23,3.8,199,0.956282949,0.304347826
2/1/2026,"La Porte, TX",Texas,Single Family Residential,285100,0.031103074,299000,148.6690974,40,101,2.5,80,0.9863323,0.227722772
2/1/2026,"Los Fresnos, TX",Texas,Single Family Residential,312000,0.600820934,205000,158.7011638,6,9,1.5,106,NA,0.444444444
2/1/2026,"Cleveland, TX",Texas,Single Family Residential,250650,0.015188335,265900,140.6874165,8,89,11.1,169,0.976207555,0.426966292
2/1/2026,"Ponder, TX",Texas,Single Family Residential,317500,-0.007809399,279900,136.7845118,3,13,4.3,36,0.994495632,0.230769231
2/1/2026,"New Boston, TX",Texas,Single Family Residential,62000,-0.522709777,NA,50.32467533,3,20,6.7,176,0.955315871,0.15
2/1/2026,"College Station, TX",Texas,Single Family Residential,349900,0.060306243,362445,193.8959588,54,273,5.1,91,0.989863813,0.238095238
2/1/2026,"Hooks, TX",Texas,Single Family Residential,179950,-0.199866607,79500,122.0152502,2,22,11,79,NA,0.181818182
2/1/2026,"Orange, TX",Texas,Single Family Residential,219589,0.186967568,265000,119.0579318,27,100,3.7,116,0.961614205,0.28
2/1/2026,"Hewitt, TX",Texas,Single Family Residential,295000,-0.297619048,399900,180.838425,11,48,4.4,46,0.976855329,0.270833333
2/1/2026,"Manvel, TX",Texas,Single Family Residential,491309.5,-0.011449698,489565,175.4958174,38,243,6.4,130,0.969016024,0.497942387
2/1/2026,"Gholson, TX",Texas,Single Family Residential,259900,NA,90000,110.3140917,1,2,2,21,1.040016006,1
